node_id,entity_type,name,name_norm,is_registry,first_seen_chunk,first_seen_source,first_seen_page,example_evidence,chunk_count,surface_forms
ent:d9c08dc9806e3ef1,Stakeholder,International Advisory Body for Circular Construction,international advisory body for circular construction,False,40.CIOB_Response_to_DECC_Circular_Economy_Consultation::c13::afbb99fe681ef433,40.CIOB Response to DECC Circular Economy Consultation.pdf,,such a group could benefit from having a more international flavour given the progress that has already been made,1,International Advisory Body for Circular Construction
ent:56ad81c48695fa7b,Stakeholder,Investors,investors,True,47.gbca-a-practical-guide-to-circular-procurement::c60::0d8e09154502aa98,47.gbca-a-practical-guide-to-circular-procurement.pdf,22.0,Stakeholders • Investors • Asset Managers • Authorities • Demolition & recycling business,1,Investors
ent:59918a044132769c,Stakeholder,Irish Planning Institute,irish planning institute,True,40.CIOB_Response_to_DECC_Circular_Economy_Consultation::c13::afbb99fe681ef433,40.CIOB Response to DECC Circular Economy Consultation.pdf,,"members of various stakeholders, e.g., RIAI, Engineers Ireland, Irish Planning Institute etc.",2,Irish Planning Institute
ent:99405015ba809eea,Stakeholder,Labourers,labourers,True,92.Transformation_towards_a_circular_economy_in_the_Australian_construction_and_demolition_waste_management_system::c52::d5dbe0bc18bbe5c0,92.Transformation towards a circular economy in the Australian construction and demolition waste management system.pdf,31.0,"construction managers, site supervisors, sub-contractors, labourers, and civil and structural engineers",1,Labourers
ent:02596ab2e69e4a4f,Stakeholder,Large Companies,large companies,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c231::4ceac9842017daef,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,52.0,Corporate Sustainability Reporting Directive (CSRD) applies to large companies or listed EU companies and mandates reporting on resource consumption,1,Large Companies
ent:da50acf0d17e9fc2,Stakeholder,Large Entities,large entities,False,50.Australia_s_circular_economy_Unlocking_the_oppertunities_Inquiry_report::c134::df4df66ac33bb85f,50.Australia’s circular economy Unlocking the oppertunities Inquiry report.pdf,,mandatory public reporting of climate related financial disclosures for large entities,1,Large Entities
ent:1c9fbb549c51d08a,Stakeholder,Machinery Companies,machinery companies,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c34::b39899bbdf027669,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"often will involve the subject matter experts, demolition contractors and machinery companies.",1,Machinery Companies
ent:8f4c6115e1c64d4c,Stakeholder,Major Construction Projects,major construction projects,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c101::8a0a1a2a9d38412b,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,national circular design guidelines and standards for all major construction projects,1,Major Construction Projects
ent:1414524899c0a4dc,Stakeholder,Manufacturers,manufacturers,True,28.Development_of_the_circular_economy_design_guidelines_for_the_Australian_built_environment_sector::c3::3ec2214c089adff9,28.Development of the circular economy design guidelines for the Australian built environment sector.pdf,,"ing manufacturers' shared responsibility for waste generation, subsidies for C&D waste recycledmaterials",15,Manufacturers
ent:cc62cdd89cecd658,Stakeholder,Manufacturing Industries,manufacturing industries,True,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy::c24::b3d9759f103360e3,38.AHURI-Final-Report-402-Building-materials-in-a-circular-economy.pdf,,All of the materials used to construct the existing housing stock are produced by manufacturing industries,2,Manufacturing Industries
ent:80630ac6994435c2,Stakeholder,Marketplaces,marketplaces,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,"benefit from digital tools (for instance, material inventories and marketplaces for salvaged components)",7,Marketplaces
ent:e3aa199534717d29,Stakeholder,Material Banks,material banks,True,70.The_Reuse_Playbook_-_Circular_Buildings_design::c53::4b88e458394feca2,70.The Reuse Playbook - Circular Buildings design.pdf,,Involve urban miners and material banks early in your design,1,Material Banks
ent:6dd9a942597644ce,Stakeholder,Material Receiving Stakeholder,material receiving stakeholder,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c60::77b14baf3509426e,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,Transport contractor / stakeholder receiving material/ component,3,Material Receiving Stakeholder
ent:674225ac8bed0ebf,Stakeholder,Material Specialists,material specialists,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c37::a5ccbb4af7557523,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,subject matter experts like material specialists and manufacturers to contractors and second owners and stockists.,5,Material Specialists
ent:9334af56fefa70b1,Stakeholder,Material Specifiers and Designers,material specifiers and designers,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c190::ffd40d65a4ec6726,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,79.0,Material specifiers and designers need to have confidence in secondary materials.,1,Material Specifiers and Designers
ent:d0c4f8f146773703,Stakeholder,Material Suppliers,material suppliers,True,50.Australia_s_circular_economy_Unlocking_the_oppertunities_Inquiry_report::c51::1d64515fb900b6ec,50.Australia’s circular economy Unlocking the oppertunities Inquiry report.pdf,19.0,connect suppliers of sustainable materials with potential customers,2,Material Suppliers
ent:3d3bf53bbdc136e6,Stakeholder,Member States,member states,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c27::d77dc9df4c43842d,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,requires Member States to apply the waste hierarchy to keep materials out of the waste stream,2,Member States
ent:2db2d68414d82380,Stakeholder,Next Generation Workers,next generation workers,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c107::832b3095ce1fdaf8,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",47.0,"experienced workers can achieve extraordinary results, mentoring the next generation and leading by example",1,Next Generation Workers
ent:dd71e90145bbf900,Stakeholder,Nuclear engineers,nuclear engineers,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c82::2fa53b4bcfcbbcb9,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",36.0,older nuclear engineers to trust young robot operators,1,Nuclear engineers
ent:48ed694faed1f31a,Stakeholder,Ogunmakinde et al. (2023),ogunmakinde et al. (2023),False,31.Are_Australian_Construction_and_Demolition_Waste_Management_Research_Efforts_Coherent_with_Policy_Targets::c38::fe197d55aecae315,31.Are Australian Construction and Demolition Waste Management Research Efforts Coherent with Policy Targets.pdf,,"Similarly, Ogunmakinde et al. (2023) examined the",1,Ogunmakinde et al. (2023)
ent:36fc5d63fbebb69c,Stakeholder,Operational Stakeholders,operational stakeholders,True,48.What-Works-3-For-circular-design-in-the-built-environment::c60::296463c280995b97,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,Operational stakeholders have opportunities to utilise the design effectively and keep materials in use as long as possible,1,Operational Stakeholders
ent:53e7b8ba3696e05a,Stakeholder,Organizational Decision-Makers,organizational decision-makers,True,62.Integrating_the_circular_economy_into_construction_waste_management_in_NSW_Australia::c60::c2543cb2c6134403,"62.Integrating the circular economy into construction waste management in NSW, Australia.pdf",,examine how organizational decision-makers use the information available when making evaluative judgments,1,Organizational Decision-Makers
ent:18f38c38864af4e7,Stakeholder,Organizations,organizations,True,62.Integrating_the_circular_economy_into_construction_waste_management_in_NSW_Australia::c126::7c237b2b508a55a5,"62.Integrating the circular economy into construction waste management in NSW, Australia.pdf",,the drive and motivation are through the organizations' design principles and criteria,2,Organizations
ent:389cbe00811b6170,Stakeholder,Planners,planners,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c91::750d48afd8e91287,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"an analytical backend for planners to do scenario analysis (e.g. what if we build another MRF here, how will flows change?)",2,Planners
ent:b7e422c9a0e682ff,Stakeholder,Policymakers,policymakers,True,48.What-Works-3-For-circular-design-in-the-built-environment::c13::2a771efca6f306b6,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,,This report also aims to equip policy makers operating within the built environment with an increased understanding of circular design,2,Policymakers
ent:d3b6e01e12ab976e,Stakeholder,Principal Contractor,principal contractor,True,47.gbca-a-practical-guide-to-circular-procurement::c67::e2ebc18693a4d885,47.gbca-a-practical-guide-to-circular-procurement.pdf,25.0,The BIM model shall be updated throughout the project lifecycle and issued to the Principal upon completion.,4,Principal Contractor
ent:55172f047b1dcdbc,Stakeholder,Private Sector,private sector,True,30.Australia_Construction_Demolition_Waste_Recycling_Market_Size_Share_Price_Growth_Forecast_2025-2033::c12::4db1187a73d0c573,"30.Australia Construction Demolition Waste Recycling Market Size, Share, Price, Growth, Forecast 2025-2033.pdf",8.0,These policy directions signal long-term government commitment while also encouraging private sector collaboration and investment.,2,Private Sector
ent:5eece02452a462eb,Stakeholder,Product-as-a-Service Providers,product-as-a-service providers,True,70.The_Reuse_Playbook_-_Circular_Buildings_design::c53::4b88e458394feca2,70.The Reuse Playbook - Circular Buildings design.pdf,,Consult envelope manufacturers who have a product-as-a-service scheme in place for used components,1,Product-as-a-Service Providers
ent:44f1e7ab497cb565,Stakeholder,Professional Bodies and Industry Leaders,professional bodies and industry leaders,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c63::b4c349368bf2c58b,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,Appropriate State bodies to provide guidance to industry with exemplars showing implementing circular economy principles in case study projects. NSAI EPA Professional bodies and industry leaders,2,Professional Bodies and Industry Leaders
ent:65fd7b63ecaf6a8a,Stakeholder,Project Team,project team,True,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c83::9f30f0b35be8e491,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,the project team followed this guidance - they hired specialist crews to gently dismantle facade sections for reuse.,4,Project Team
ent:9bbb39ca96e9e8dc,Stakeholder,Public Institutions,public institutions,True,50.Australia_s_circular_economy_Unlocking_the_oppertunities_Inquiry_report::c126::9085ccbba1efc488,50.Australia’s circular economy Unlocking the oppertunities Inquiry report.pdf,,"enable consumers, companies and public institutions to make decisions that increase circularity",1,Public Institutions
ent:4fed71f06b551cc3,Stakeholder,Public Projects,public projects,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c200::24b8c1cb868c3b16,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,mandate maximum circularity for the procurement of all public projects,3,Public Projects
ent:b76e9fd47f6da61e,Stakeholder,Public Sector,public sector,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c200::24b8c1cb868c3b16,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,The public sector should lead by example and mandate maximum circularity for the procurement of all public projects,3,Public Sector
ent:6e7e742c081190fc,Stakeholder,Recyclers,recyclers,True,47.gbca-a-practical-guide-to-circular-procurement::c126::bdf24606002a417d,47.gbca-a-practical-guide-to-circular-procurement.pdf,,"connecting recyclers with potential buyers, and supplying manufacturers with resources for innovation and recycling projects",2,Recyclers
